hora,test,s0,s1,s2,s3,error,corr,left,right,kp,kd,estado
12:00:11,1,38,819,31,174,1,0.03,179,180,0.03,0.02,desviado
12:00:11,1,107,868,56,152,1,0.03,179,180,0.03,0.02,desviado
12:00:11,1,44,892,829,94,0,0,180,179,0.03,0.02,centrado
12:00:11,1,70,872,813,73,0,0,180,180,0.03,0.02,centrado
12:00:11,1,934,155,30,60,1.75,0.06,179,180,0.03,0.02,desviado
12:00:11,1,35,108,31,178,0,0,200,-40,0.03,0.02,recuperacion
12:00:11,1,95,98,28,195,0,0,200,-40,0.03,0.02,recuperacion
12:00:11,1,369,137,28,62,0,0,200,-40,0.03,0.02,recuperacion
12:00:11,1,229,654,31,229,0.97,0.03,179,180,0.03,0.02,desviado
12:00:11,1,97,901,755,182,0,0,180,179,0.03,0.02,centrado
12:00:11,1,77,855,51,175,0.9,0.03,179,180,0.03,0.02,desviado
12:00:11,1,369,424,34,28,0,-0.01,200,-40,0.03,0.02,recuperacion
12:00:11,1,99,396,916,102,0,0,180,179,0.03,0.02,centrado
12:00:11,1,35,49,468,217,0,0.01,-40,200,0.03,0.02,recuperacion
12:00:11,1,47,911,705,283,0,0,179,180,0.03,0.02,centrado
12:00:11,1,868,44,33,191,2.43,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:11,1,103,57,27,208,0,0,200,-40,0.03,0.02,recuperacion
12:00:11,1,408,80,27,149,0,0,200,-40,0.03,0.02,recuperacion
12:00:11,1,957,53,0,110,2.7,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:11,1,44,30,29,94,0,-0.01,200,-40,0.03,0.02,recuperacion
12:00:11,1,919,13,46,103,2.09,0.07,179,180,0.03,0.02,desviado
12:00:11,1,68,868,81,232,0.91,0.03,179,180,0.03,0.02,desviado
12:00:11,1,90,482,887,182,0,0,180,179,0.03,0.02,centrado
12:00:11,1,41,101,859,192,-0.94,-0.03,180,179,0.03,0.02,desviado
12:00:11,1,54,113,803,211,-1,-0.03,180,179,0.03,0.02,desviado
12:00:11,1,44,55,477,323,0,0.01,-40,200,0.03,0.02,recuperacion
12:00:11,1,57,889,552,295,0,0,179,180,0.03,0.02,centrado
12:00:11,1,39,786,30,276,0.93,0.03,179,180,0.03,0.02,desviado
12:00:11,1,42,552,30,314,0.56,0.01,200,-40,0.03,0.02,recuperacion
12:00:11,1,43,894,789,267,0.54,0.01,179,180,0.03,0.02,desviado
12:00:11,1,198,402,903,297,-0.57,-0.02,180,179,0.03,0.02,centrado
12:00:11,1,49,58,754,272,-0.97,-0.03,180,179,0.03,0.02,desviado
12:00:11,1,76,53,743,200,0,0,179,180,0.03,0.02,centrado
12:00:11,1,102,852,38,73,0.68,0.02,179,180,0.03,0.02,desviado
12:00:11,1,165,606,31,205,0.98,0.03,179,180,0.03,0.02,desviado
12:00:11,1,104,890,735,275,0.67,0.02,179,180,0.03,0.02,desviado
12:00:11,1,43,160,913,103,-0.64,-0.02,180,179,0.03,0.02,desviado
12:00:11,1,24,39,518,80,0,0,-40,200,0.03,0.02,recuperacion
12:00:11,1,40,887,130,136,0,0,179,180,0.03,0.02,centrado
12:00:11,1,54,825,36,136,0.95,0.03,179,180,0.03,0.02,desviado
12:00:11,1,161,585,23,90,0,0,200,-40,0.03,0.02,recuperacion
12:00:11,1,473,767,35,127,0.94,0.03,179,180,0.03,0.02,desviado
12:00:11,1,40,23,22,75,0.56,0.01,200,-40,0.03,0.02,recuperacion
12:00:11,1,30,20,20,92,0,0,200,-40,0.03,0.02,recuperacion
12:00:12,1,951,40,31,73,2.47,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:12,1,27,4,25,181,0,0,200,-40,0.03,0.02,recuperacion
12:00:12,1,779,26,19,59,0.77,0.03,179,180,0.03,0.02,centrado
12:00:12,1,33,26,24,108,1.46,0.04,200,-40,0.03,0.02,recuperacion
12:00:12,1,51,54,28,20,0,0,200,-40,0.03,0.02,recuperacion
12:00:12,1,935,104,36,59,1.32,0.05,179,180,0.03,0.02,desviado
12:00:12,1,36,709,26,36,0.79,0.02,179,180,0.03,0.02,desviado
12:00:12,1,58,61,83,412,0,0,-40,200,0.03,0.02,recuperacion
12:00:12,1,46,40,36,816,-2.79,-0.09,180,179,0.03,0.02,vuelta_izquierda
12:00:13,1,65,26,21,87,0,0,-40,200,0.03,0.02,recuperacion
12:00:13,1,44,39,36,941,-2.07,-0.07,180,179,0.03,0.02,desviado
12:00:13,1,35,34,27,36,-0.88,-0.02,-40,200,0.03,0.02,recuperacion
12:00:13,1,25,26,5,374,0,0,-40,200,0.03,0.02,recuperacion
12:00:13,1,33,30,26,31,-1.47,-0.04,-40,200,0.03,0.02,recuperacion
12:00:13,1,21,28,24,55,0,0,-40,200,0.03,0.02,recuperacion
12:00:13,1,36,33,23,47,0,0,-40,200,0.03,0.02,recuperacion
12:00:14,1,47,25,31,417,-0.97,-0.02,-40,200,0.03,0.02,recuperacion
12:00:14,1,41,860,48,42,0,0,179,180,0.03,0.02,centrado
12:00:14,1,921,27,30,70,2.38,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:14,1,24,27,23,18,0,0,200,-40,0.03,0.02,recuperacion
12:00:14,1,519,27,22,35,0,0,200,-40,0.03,0.02,recuperacion
12:00:14,1,958,33,26,49,2.7,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:14,1,18,17,22,17,0.51,0.01,200,-40,0.03,0.02,recuperacion
12:00:14,1,616,20,22,9,0.79,0.03,179,180,0.03,0.02,centrado
12:00:14,1,969,56,45,73,2.78,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:14,1,34,24,23,25,0,0,200,-40,0.03,0.02,recuperacion
12:00:14,1,954,44,37,43,1.76,0.06,179,180,0.03,0.02,desviado
12:00:14,1,574,38,32,23,2.13,0.06,200,-40,0.03,0.02,recuperacion
12:00:15,1,423,34,23,80,0,0,200,-40,0.03,0.02,recuperacion
12:00:15,1,818,30,24,44,2.79,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:15,1,942,30,27,51,2.98,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:15,1,497,29,15,24,1.69,0.04,200,-40,0.03,0.02,recuperacion
12:00:15,1,882,33,28,132,2.73,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:15,1,47,633,27,33,0.93,0.03,179,180,0.03,0.02,desviado
12:00:15,1,49,62,741,180,-0.63,-0.02,180,179,0.03,0.02,desviado
12:00:15,1,37,117,865,41,0,0,180,180,0.03,0.02,centrado
12:00:15,1,40,713,27,153,0.81,0.03,179,180,0.03,0.02,desviado
12:00:15,1,72,840,33,59,0.74,0.02,179,180,0.03,0.02,desviado
12:00:16,1,98,753,871,139,0,0,180,179,0.03,0.02,centrado
12:00:16,1,157,758,28,117,0.6,0.02,179,180,0.03,0.02,centrado
12:00:16,1,49,33,21,125,0.71,0.02,200,-40,0.03,0.02,recuperacion
12:00:16,1,20,19,25,24,0,0,200,-40,0.03,0.02,recuperacion
12:00:16,1,28,27,21,87,0,0,200,-40,0.03,0.02,recuperacion
12:00:16,1,919,42,26,93,1.31,0.05,179,180,0.03,0.02,desviado
12:00:16,1,937,877,885,811,1,0.03,179,180,0.03,0.02,desviado
12:00:16,1,33,869,551,221,0.75,0.03,179,180,0.03,0.02,desviado
12:00:16,1,20,872,533,145,0.98,0.03,179,180,0.03,0.02,desviado
12:00:17,1,30,875,363,150,1,0.03,179,180,0.03,0.02,desviado
12:00:17,1,56,871,271,70,1,0.03,179,180,0.03,0.02,desviado
12:00:17,1,66,868,264,39,1,0.03,179,180,0.03,0.02,desviado
12:00:17,1,60,809,27,26,1,0.03,179,180,0.03,0.02,desviado
12:00:17,1,35,25,21,22,1.07,0.02,200,-40,0.03,0.02,recuperacion
12:00:17,1,29,17,22,56,0,0,200,-40,0.03,0.02,recuperacion
12:00:17,1,801,36,25,130,0.76,0.03,179,180,0.03,0.02,centrado
12:00:17,1,384,52,31,103,2.08,0.05,200,-40,0.03,0.02,recuperacion
12:00:17,1,30,39,24,117,0,0,200,-40,0.03,0.02,recuperacion
12:00:17,1,939,37,48,92,2.48,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:18,1,505,94,61,101,2.21,0.06,200,-40,0.03,0.02,recuperacion
12:00:18,1,96,40,27,35,0,0,200,-40,0.03,0.02,recuperacion
12:00:18,1,924,57,33,30,2.62,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:18,1,100,55,29,74,1.66,0.04,200,-40,0.03,0.02,recuperacion
12:00:18,1,130,51,31,124,0,0,200,-40,0.03,0.02,recuperacion
12:00:18,1,939,43,27,136,1.74,0.06,179,180,0.03,0.02,desviado
12:00:18,1,911,17,15,46,2.87,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:18,1,27,19,13,52,0,0,200,-40,0.03,0.02,recuperacion
12:00:18,1,937,32,24,8,2.07,0.07,179,180,0.03,0.02,desviado
12:00:19,1,74,96,10,68,1.59,0.04,200,-40,0.03,0.02,recuperacion
12:00:19,1,728,37,24,26,0.87,0.04,179,180,0.03,0.02,centrado
12:00:19,1,964,45,34,36,2.84,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:19,1,35,32,24,30,0,-0.01,200,-40,0.03,0.02,recuperacion
12:00:19,1,891,35,23,77,1.77,0.06,179,180,0.03,0.02,desviado
12:00:19,1,576,48,36,41,2.16,0.06,200,-40,0.03,0.02,recuperacion
12:00:19,1,943,41,44,47,1.9,0.07,179,180,0.03,0.02,desviado
12:00:19,1,916,82,39,135,2.89,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:19,1,942,31,29,29,2.99,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:19,1,680,51,31,86,2.07,0.07,179,180,0.03,0.02,desviado
12:00:20,1,982,48,36,126,2.21,0.07,179,180,0.03,0.02,desviado
12:00:20,1,61,318,26,26,0.87,0.02,200,-40,0.03,0.02,recuperacion
12:00:20,1,51,51,672,57,-0.52,-0.02,180,179,0.03,0.02,centrado
12:00:20,1,90,138,890,103,0,0,180,180,0.03,0.02,centrado
12:00:20,1,45,895,149,194,0.71,0.03,179,180,0.03,0.02,desviado
12:00:20,1,66,896,481,222,0.97,0.03,179,180,0.03,0.02,desviado
12:00:20,1,42,894,799,128,0,0,180,179,0.03,0.02,centrado
12:00:21,1,52,451,916,64,-0.59,-0.02,180,179,0.03,0.02,centrado
12:00:21,1,131,755,904,152,-0.57,-0.01,180,179,0.03,0.02,desviado
12:00:21,1,934,172,31,169,1.66,0.06,179,180,0.03,0.02,desviado
12:00:21,1,125,114,26,174,0,0,200,-40,0.03,0.02,recuperacion
12:00:21,1,64,84,29,160,0,0,200,-40,0.03,0.02,recuperacion
12:00:21,1,113,109,29,91,0,0,200,-40,0.03,0.02,recuperacion
12:00:21,1,120,753,48,191,1.3,0.04,179,180,0.03,0.02,desviado
12:00:21,1,131,846,56,148,1.03,0.03,179,180,0.03,0.02,desviado
12:00:21,1,510,371,27,193,0,0,200,-40,0.03,0.02,recuperacion
12:00:21,1,51,734,920,124,0,0,180,179,0.03,0.02,centrado
12:00:21,1,91,137,884,57,-0.85,-0.03,180,179,0.03,0.02,desviado
12:00:21,1,41,60,743,158,-0.99,-0.03,180,179,0.03,0.02,desviado
12:00:22,1,38,369,880,200,-1,-0.03,180,179,0.03,0.02,desviado
12:00:22,1,931,105,23,194,1.85,0.06,179,180,0.03,0.02,desviado
12:00:22,1,52,70,31,186,0,0,200,-40,0.03,0.02,recuperacion
12:00:23,1,21,51,33,126,0,0,200,-40,0.03,0.02,recuperacion
12:00:23,1,97,16,20,55,0,0,200,-40,0.03,0.02,recuperacion
12:00:26,1,230,538,31,107,0.72,0.02,200,-40,0.03,0.02,recuperacion
12:00:26,1,68,761,908,205,0,0,180,179,0.03,0.02,centrado
12:00:26,1,118,766,894,196,0,0,180,180,0.03,0.02,centrado
12:00:26,1,40,891,826,210,0,0,180,180,0.03,0.02,centrado
12:00:26,1,124,836,685,182,0,0,180,180,0.03,0.02,centrado
12:00:26,1,75,890,732,235,0,0,180,180,0.03,0.02,centrado
12:00:26,1,108,885,849,248,0,0,180,180,0.03,0.02,centrado
12:00:26,1,39,862,866,179,0,0,180,180,0.03,0.02,centrado
12:00:26,1,55,858,876,299,0,0,180,180,0.03,0.02,centrado
12:00:26,1,177,577,955,306,0,0,180,180,0.03,0.02,centrado
12:00:26,1,55,169,897,233,-0.95,-0.03,180,179,0.03,0.02,desviado
12:00:26,1,118,46,731,225,-1,-0.03,180,179,0.03,0.02,desviado
12:00:26,1,92,87,589,87,0,0,-40,200,0.03,0.02,recuperacion
12:00:26,1,61,911,717,158,0,0,179,180,0.03,0.02,centrado
12:00:26,1,109,900,477,246,0.86,0.03,179,180,0.03,0.02,desviado
12:00:26,1,31,910,423,234,0.99,0.03,179,180,0.03,0.02,desviado
12:00:26,1,30,894,322,138,1,0.03,179,180,0.03,0.02,desviado
12:00:26,1,38,871,39,122,1,0.03,179,180,0.03,0.02,desviado
12:00:27,1,39,873,90,165,1,0.03,179,180,0.03,0.02,desviado
12:00:27,1,550,448,29,66,0.75,0.02,200,-40,0.03,0.02,recuperacion
12:00:27,1,16,69,46,117,0.72,0.02,200,-40,0.03,0.02,recuperacion
12:00:27,1,120,34,27,47,0,0,200,-40,0.03,0.02,recuperacion
12:00:27,1,956,47,31,148,2.6,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:27,1,51,43,22,26,0,0,200,-40,0.03,0.02,recuperacion
12:00:27,1,28,26,23,156,0,0,200,-40,0.03,0.02,recuperacion
12:00:27,1,962,76,37,76,2.29,0.07,179,180,0.03,0.02,vuelta_derecha
12:00:27,1,30,24,24,131,0.88,0.02,200,-40,0.03,0.02,recuperacion
12:00:27,1,29,30,16,11,0,0,200,-40,0.03,0.02,recuperacion
12:00:27,1,193,53,23,50,0,0,200,-40,0.03,0.02,recuperacion
12:00:27,1,23,774,51,55,1.3,0.04,179,180,0.03,0.02,desviado
12:00:27,1,78,837,843,221,0,0,180,179,0.03,0.02,centrado
12:00:27,1,41,39,23,927,-1.54,-0.06,180,179,0.03,0.02,desviado
12:00:27,1,67,30,24,78,0,0.01,-40,200,0.03,0.02,recuperacion
12:00:27,1,27,20,20,196,0,0,-40,200,0.03,0.02,recuperacion
12:00:27,1,34,32,30,930,-2.78,-0.09,180,179,0.03,0.02,vuelta_izquierda
12:00:27,1,19,16,22,27,-0.51,-0.01,-40,200,0.03,0.02,recuperacion
12:00:27,1,26,18,21,29,0,0,-40,200,0.03,0.02,recuperacion
12:00:27,1,87,35,24,29,0,0,-40,200,0.03,0.02,recuperacion
12:00:27,1,939,45,33,36,1.31,0.05,179,180,0.03,0.02,desviado
12:00:27,1,41,835,35,49,1.51,0.04,179,180,0.03,0.02,desviado
12:00:27,1,38,208,872,96,0,0,180,179,0.03,0.02,centrado
12:00:27,1,29,30,438,65,-0.7,-0.02,-40,200,0.03,0.02,recuperacion
12:00:27,1,33,889,587,51,0,0,179,180,0.03,0.02,centrado
12:00:27,1,930,42,49,16,2.18,0.07,179,180,0.03,0.02,desviado
12:00:27,1,74,11,8,10,0,-0.01,200,-40,0.03,0.02,recuperacion
12:00:28,1,924,45,33,56,1.36,0.05,179,180,0.03,0.02,desviado
12:00:28,1,939,39,36,44,2.88,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:28,1,150,49,26,55,0.94,0.02,200,-40,0.03,0.02,recuperacion
12:00:28,1,880,57,31,127,2.56,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:28,1,77,474,27,21,0.74,0.02,200,-40,0.03,0.02,recuperacion
12:00:28,1,940,854,906,927,0,0,180,179,0.03,0.02,centrado
12:00:28,1,46,9,414,158,0,0,-40,200,0.03,0.02,recuperacion
12:00:28,1,34,877,472,31,0,0,179,180,0.03,0.02,centrado
12:00:28,1,24,846,30,64,0.93,0.03,179,180,0.03,0.02,desviado
12:00:29,1,57,842,28,34,0.99,0.03,179,180,0.03,0.02,desviado
12:00:29,1,36,878,34,145,1,0.03,179,180,0.03,0.02,desviado
12:00:29,1,119,838,31,165,1,0.03,179,180,0.03,0.02,desviado
12:00:29,1,44,862,31,62,1,0.03,179,180,0.03,0.02,desviado
12:00:29,1,46,903,639,124,0.79,0.02,179,180,0.03,0.02,desviado
12:00:31,1,475,509,27,46,0.71,0.02,200,-40,0.03,0.02,recuperacion
12:00:31,1,267,96,31,203,2.02,0.05,200,-40,0.03,0.02,recuperacion
12:00:31,1,91,108,31,185,0,0,200,-40,0.03,0.02,recuperacion
12:00:31,1,140,86,23,149,0,0,200,-40,0.03,0.02,recuperacion
12:00:31,1,939,173,42,155,2.29,0.07,179,180,0.03,0.02,vuelta_derecha
12:00:31,1,925,72,35,196,2.93,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:31,1,335,103,17,123,0,-0.01,200,-40,0.03,0.02,recuperacion
12:00:31,1,389,386,37,104,1.99,0.05,200,-40,0.03,0.02,recuperacion
12:00:31,1,42,579,908,85,0,0,180,179,0.03,0.02,centrado
12:00:31,1,59,65,751,192,-0.89,-0.03,180,179,0.03,0.02,desviado
12:00:31,1,40,642,897,170,-0.57,-0.02,180,179,0.03,0.02,desviado
12:00:31,1,891,78,32,192,1.51,0.06,179,180,0.03,0.02,desviado
12:00:31,1,114,43,29,280,1.15,0.03,200,-40,0.03,0.02,recuperacion
12:00:31,1,64,74,24,153,0,0,200,-40,0.03,0.02,recuperacion
12:00:31,1,926,70,39,242,1.32,0.05,179,180,0.03,0.02,desviado
12:00:31,1,916,29,23,41,2.83,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:31,1,50,25,18,42,0,0,200,-40,0.03,0.02,recuperacion
12:00:31,1,906,111,27,114,2.49,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:31,1,960,146,41,102,2.96,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:31,1,889,153,40,158,3,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:31,1,687,154,36,106,1.46,0.05,179,180,0.03,0.02,desviado
12:00:32,1,769,156,37,162,2.88,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:32,1,70,862,43,195,0.97,0.03,179,180,0.03,0.02,desviado
12:00:32,1,46,141,760,250,-0.64,-0.02,180,179,0.03,0.02,desviado
12:00:32,1,40,369,892,170,-0.63,-0.02,180,179,0.03,0.02,desviado
12:00:33,1,29,819,30,354,0.82,0.03,179,180,0.03,0.02,desviado
12:00:33,1,154,779,57,229,0.99,0.03,179,180,0.03,0.02,desviado
12:00:33,1,123,728,28,305,1,0.03,179,180,0.03,0.02,desviado
12:00:35,1,112,633,42,269,1,0.03,179,180,0.03,0.02,desviado
12:00:35,1,103,872,49,53,0.78,0.03,179,180,0.03,0.02,desviado
12:00:35,1,55,166,872,30,0,0,180,179,0.03,0.02,centrado
12:00:35,1,41,48,300,315,0,0,-40,200,0.03,0.02,recuperacion
12:00:35,1,65,888,614,272,0,0,179,180,0.03,0.02,centrado
12:00:35,1,34,888,48,212,0.89,0.03,179,180,0.03,0.02,desviado
12:00:35,1,30,805,24,184,0.99,0.03,179,180,0.03,0.02,desviado
12:00:35,1,45,869,72,174,1,0.03,179,180,0.03,0.02,desviado
12:00:35,1,30,855,32,125,1,0.03,179,180,0.03,0.02,desviado
12:00:35,1,939,36,27,40,1.73,0.06,179,180,0.03,0.02,desviado
12:00:35,1,24,34,26,148,0,-0.01,200,-40,0.03,0.02,recuperacion
12:00:35,1,41,38,27,128,0,0,200,-40,0.03,0.02,recuperacion
12:00:35,1,859,36,29,83,2.7,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:35,1,35,39,29,129,0,0,200,-40,0.03,0.02,recuperacion
12:00:35,1,907,35,24,79,1.33,0.05,179,180,0.03,0.02,desviado
12:00:35,1,30,29,24,69,1.52,0.04,200,-40,0.03,0.02,recuperacion
12:00:35,1,42,21,21,25,0,0,200,-40,0.03,0.02,recuperacion
12:00:35,1,71,40,20,76,0,0,200,-40,0.03,0.02,recuperacion
12:00:35,1,634,307,44,200,2.47,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:35,1,50,879,809,193,0.71,0.02,179,180,0.03,0.02,desviado
12:00:35,1,49,44,35,906,-1.48,-0.05,180,179,0.03,0.02,desviado
12:00:35,1,45,0,41,48,-1.11,-0.03,-40,200,0.03,0.02,recuperacion
12:00:35,1,29,39,26,132,0,0,-40,200,0.03,0.02,recuperacion
12:00:35,1,40,33,27,927,-2.71,-0.08,180,179,0.03,0.02,vuelta_izquierda
12:00:35,1,30,21,21,20,-0.5,-0.01,-40,200,0.03,0.02,recuperacion
12:00:35,1,36,32,15,880,-1.77,-0.06,180,179,0.03,0.02,desviado
12:00:35,1,22,21,25,23,-0.62,-0.01,-40,200,0.03,0.02,recuperacion
12:00:35,1,33,26,29,32,0,0,-40,200,0.03,0.02,recuperacion
12:00:35,1,41,37,30,944,-1.74,-0.06,180,179,0.03,0.02,desviado
12:00:35,1,41,734,909,60,-0.56,-0.02,180,179,0.03,0.02,desviado
12:00:35,1,936,31,31,44,1.44,0.05,179,180,0.03,0.02,desviado
12:00:35,1,31,29,24,43,1.15,0.03,200,-40,0.03,0.02,recuperacion
12:00:35,1,37,30,23,27,0,0,200,-40,0.03,0.02,recuperacion
12:00:35,1,949,32,29,32,2.06,0.07,179,180,0.03,0.02,desviado
12:00:36,1,35,31,27,30,1.62,0.04,200,-40,0.03,0.02,recuperacion
12:00:36,1,17,4,18,17,0,0,200,-40,0.03,0.02,recuperacion
12:00:36,1,971,51,0,1,2.06,0.07,179,180,0.03,0.02,desviado
12:00:36,1,409,30,26,23,2.16,0.06,200,-40,0.03,0.02,recuperacion
12:00:36,1,32,31,22,13,0,0,200,-40,0.03,0.02,recuperacion
12:00:36,1,944,40,28,13,2.06,0.07,179,180,0.03,0.02,desviado
12:00:36,1,594,42,28,30,2.16,0.06,200,-40,0.03,0.02,recuperacion
12:00:36,1,861,37,25,63,0.91,0.04,179,180,0.03,0.02,centrado
12:00:37,1,16,824,65,69,0.96,0.03,179,180,0.03,0.02,desviado
12:00:37,1,50,856,855,53,0,0,180,179,0.03,0.02,centrado
12:00:37,1,59,705,910,48,0,0,180,180,0.03,0.02,centrado
12:00:37,1,36,603,882,53,-0.64,-0.02,180,179,0.03,0.02,desviado
12:00:37,1,40,370,897,127,-0.97,-0.03,180,179,0.03,0.02,desviado
12:00:37,1,27,162,854,60,-1,-0.03,180,179,0.03,0.02,desviado
12:00:37,1,44,47,705,49,-1,-0.03,180,179,0.03,0.02,desviado
12:00:37,1,192,801,926,195,-0.55,-0.02,180,179,0.03,0.02,desviado
12:00:37,1,834,50,49,107,1.12,0.04,179,180,0.03,0.02,centrado
12:00:37,1,44,59,44,140,1.12,0.03,200,-40,0.03,0.02,recuperacion
12:00:37,1,63,42,32,178,0,0,200,-40,0.03,0.02,recuperacion
12:00:38,1,63,0,15,166,0,0,200,-40,0.03,0.02,recuperacion
12:00:38,1,931,67,33,123,2.47,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:38,1,50,53,25,119,0.67,0.01,200,-40,0.03,0.02,recuperacion
12:00:38,1,904,884,904,788,1.15,0.03,179,180,0.03,0.02,desviado
12:00:38,1,936,64,43,110,2.68,0.08,179,180,0.03,0.02,vuelta_derecha
12:00:38,1,887,45,31,37,2.98,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:39,1,284,59,27,42,1.26,0.03,200,-40,0.03,0.02,recuperacion
12:00:39,1,852,35,31,77,2.79,0.09,179,180,0.03,0.02,vuelta_derecha
12:00:39,1,419,282,31,100,1.25,0.03,200,-40,0.03,0.02,recuperacion
12:00:46,1,60,296,881,63,0,0,180,179,0.03,0.02,centrado
